核准編號,行政區,里別,臺北市核准地點,團體名稱,電話,經度,緯度
1092,士林區,永倫,延平北路6段258巷與社中街口,臺北市至善無障愛關懷協會,(02)27096731,121.5029036,25.09193175
1093,士林區,永倫,永平街82號對面,臺北市至善無障愛關懷協會,(02)27096731,121.5050167,25.09169826
1094,大安區,法治,通化街171巷22弄口,臺北市至善無障愛關懷協會,(02)27096731,121.6022222,25.08722222
1095,大安區,光信,延吉街261號之3電桿旁,臺北市至善無障愛關懷協會,(02)27096731,121.555466,25.023333
1096,中山區,朱園,松江路63巷18號對面,臺北市至善無障愛關懷協會,(02)27096731,121.560341,25.017195
1097,中山區,朱園,伊通街39號,臺北市至善無障愛關懷協會,(02)27096731,121.559359,25.0209605
1098,信義區,黎忠,和平東路3段391巷56號斜對面(花圃旁),臺北市至善無障愛關懷協會,(02)27096731,121.593447,25.048173
1099,中山區,下埤,民族東路512巷26號對面,臺北市至善無障愛關懷協會,(02)27096731,121.607197,25.056091
1100,中山區,下埤,龍江路331巷1號,臺北市至善無障愛關懷協會,(02)27096731,121.495375,25.028656
1101,文山區,興泰,辛亥路4段166巷26弄興泰公園旁,台北市身心障礙運動體育會,(02)25975091,121.55591,25.00496
1102,文山區,興得,興隆路3段36巷17弄1號旁,台北市身心障礙運動體育會,(02)25975091,121.55506,24.99959
1103,文山區,萬祥,羅斯福路5段255之1號後巷,台北市身心障礙運動體育會,(02)25975091,121.53993,25.00147
1104,大安區,正聲,光復南路348號前,台北市身心障礙運動體育會,(02)25975091,121.55746,25.03831
1105,大安區,民炤,仁愛路3段20巷12號對面,台北市身心障礙運動體育會,(02)25975091,121.53429,25.03626
1106,大安區,民炤,新生南路1段161巷8之1號旁,台北市身心障礙運動體育會,(02)25975091,121.53452,25.03453
1107,大安區,民炤,建國南路1段304巷33號對面,台北市身心障礙運動體育會,(02)25975091,121.53583,25.03564
1108,大安區,民炤,建國南路1段258巷5號對面,台北市身心障礙運動體育會,(02)25975091,121.53075,25.03686
1109,大安區,民炤,新生南路1段161巷底,台北市身心障礙運動體育會,(02)25975091,121.53744,25.03458
1110,大安區,正聲,光復南路346巷底,台北市身心障礙運動體育會,(02)25975091,121.55542,25.03841
1111,大安區,龍圖,復興南路2段12巷1號對面,台北市身心障礙運動體育會,(02)25975091,121.54333,25.03272
1112,中山區,恆安,林森北路與民權東路1段口樹旁,台北市身心障礙運動體育會,(02)25975091,121.52574,25.06318
1113,文山區,景華,三福街2號旁,台北市身心障礙運動體育會,(02)25975091,121.54158,24.99599
1114,大安區,通安,通安街5號前,台北市身心障礙運動體育會,(02)25975091,121.55339,25.03272
1115,大安區,臨江,通化街171巷2號對面,台北市身心障礙運動體育會,(02)25975091,121.55374,25.02809
1116,大安區,臨江,基隆路2段132巷2號旁,台北市身心障礙運動體育會,(02)25975091,121.55666,25.02881
1126,文山區,景美,萬慶街8號對面2桿間,台北市身心障礙者保護協會,(02)25975091,121.54023,24.99222
1127,文山區,景美,羅斯福路6段276巷底,台北市身心障礙者保護協會,(02)25975091,121.53841,24.99176
1128,文山區,興昌,辛亥路4段77巷1~15號前,台北市身心障礙者保護協會,(02)25975091,121.55973,25.00738
1129,文山區,景東,景華街128巷2弄口,台北市身心障礙者保護協會,(02)25975091,121.54701,24.99562
1130,大安區,虎嘯,臥龍街26號對面,台北市身心障礙者保護協會,(02)25975091,121.54689,25.02297
1131,大安區,景安,潮州街107巷14號對面,台北市身心障礙者保護協會,(02)25975091,121.52776,25.02972
1132,大安區,景安,麗水街33巷15號對面,台北市身心障礙者保護協會,(02)25975091,121.52944,25.02796
1133,大安區,義村,仁愛路3段123巷13弄與復興南路1段196巷交口,台北市身心障礙者保護協會,(02)25975091,121.54312,25.03988
1134,大安區,正聲,光復南路240巷23號前,台北市身心障礙者保護協會,(02)25975091,121.55659,25.04065
1135,信義區,惠安,吳興街524巷口,台北市身心障礙者保護協會,(02)25975091,121.56901,25.02191
1136,信義區,廣居,忠孝東路5段372巷2號旁,台北市身心障礙者保護協會,(02)25975091,121.57394,25.04034
1137,士林區,福志,中正路志成路口,台北市身心障礙者保護協會,(02)25975091,121.53014,25.09632
1138,中正區,新營,寧波東路9巷口2桿間,台北市身心障礙者保護協會,(02)25975091,121.52002,25.03266
1139,萬華區,華江,環河南路2段250巷28弄38號公園旁,台北市身心障礙者保護協會,(02)25975091,121.49233,25.03415
1140,大安區,光武,復興南路1段135巷底公園旁,台北市身心障礙者保護協會,(02)25975091,121.54604,25.04263
1141,南港區,成福,東新街80巷10弄20號對面佈告欄旁,台北市身心障礙者保護協會,(02)25975091,121.58643,25.04556
1142,南港區,成福,成福路121巷24號電桿旁,台北市身心障礙者保護協會,(02)25975091,121.58806,25.04226
1151,文山區,木新,指南路1段14巷3號旁,台北市身心障礙者權益促進會,(02)25975091,121.56913,24.98709
1152,文山區,木新,木新路2段96號對面,台北市身心障礙者權益促進會,(02)25975091,121.57051,24.98507
1153,文山區,木新,保儀路109巷口,台北市身心障礙者權益促進會,(02)25975091,121.56801,24.98624
1154,文山區,興得,興隆路3段192巷口,台北市身心障礙者權益促進會,(02)25975091,121.55872,24.99799
1155,文山區,興旺,福興路21巷口,台北市身心障礙者權益促進會,(02)25975091,121.55131,25.00269
1156,文山區,興泰,興隆路2段301巷口內桿邊,台北市身心障礙者權益促進會,(02)25975091,121.55329,25.00158
1157,文山區,萬隆,萬隆街2號對面2桿間,台北市身心障礙者權益促進會,(02)25975091,121.53927,25.00044
1158,文山區,萬有,景隆街36巷2號對面公園路燈旁,台北市身心障礙者權益促進會,(02)25975091,121.54325,24.99894
1159,文山區,景華,景華街52巷7號對面,台北市身心障礙者權益促進會,(02)25975091,121.54375,24.99444
1160,文山區,景華,景興街42巷8弄口對面樹邊 ,台北市身心障礙者權益促進會,(02)25975091,121.54285,24.99683
1161,大安區,古風,龍泉街93巷口,台北市身心障礙者權益促進會,(02)25975091,121.52921,25.02185
1162,大安區,正聲,光復南路280巷24號旁(前),台北市身心障礙者權益促進會,(02)25975091,121.55658,25.04001
1163,北投區,榮華,榮華一路20巷口,台北市身心障礙者權益促進會,(02)25975091,121.52299,25.11149
1164,松山區,復建,光復南路32巷1之1號臺電電箱右側,台北市身心障礙者權益促進會,(02)25975091,121.55741,25.04668
1165,大安區,光信,延吉街233巷口,台北市身心障礙者權益促進會,(02)25975091,121.55566,25.03702
1166,南港區,仁福,福德街373巷41號對面,台北市身心障礙者權益促進會,(02)25975091,121.59247,25.03875
1167,松山區,吉仁,八德路3段74巷43號旁,台北市身心障礙者權益促進會,(02)25975091,121.55257,25.04622
1176,信義區,四維,虎林街70巷底(永吉路326巷21號旁),臺北市身障關愛福利協會,0933-494-219,121.5754656,25.0444656
1177,信義區,四維,信義區虎林街74巷12號(停車場口),臺北市身障關愛福利協會,0933-494-219,121.5762938,25.0439047
1178,信義區,四維,松山路292巷口(紅色郵筒旁),臺北市身障關愛福利協會,0933-494-219,121.5777021,25.0433893
1179,士林區,舊佳,中山北路5段777巷口(中山北路5段775號對面河堤樓梯旁),臺北市身障關愛福利協會,0933-494-219,121.5261389,25.09950504
1180,中山區,復華,龍江路120巷如意新村圍牆外登桿旁,臺北市身障關愛福利協會,0933-494-219,121.5392346,25.05340414
1181,信義區,廣居,忠孝東路5段236巷3弄口側門圍牆邊,臺北市身障關愛福利協會,0933-494-219,121.5719259,25.04041795
1182,大安區,通安,安和路二段23巷口左側側面燈桿旁,臺北市身障關愛福利協會,0933-494-219,121.5526585,25.0321278
1183,大安區,通安,安和路二段71巷口左側,臺北市身障關愛福利協會,0933-494-219,121.5524143,25.03037285
1184,大安區,敦安,敦化南路1段295巷4號對面電桿下,臺北市身障關愛福利協會,0933-494-219,121.5495155,25.03550715
1185,中山區,北安,北安路821巷4弄底(樓梯入口前人行道左側) ,臺北市身障關愛福利協會,0933-494-219,121.5555664,25.08579155
1186,大安區,錦華,平東路1段85巷4弄巷口,臺北市身障關愛福利協會,0933-494-219,121.5255263,25.02746494
1187,大安區,車層,忠孝東路4段216巷27弄16號對面,臺北市身障關愛福利協會,0933-494-219,121.5540415,25.03992438
1188,大安區,車層,忠孝東路4段216巷11弄口路名牌前,臺北市身障關愛福利協會,0933-494-219,121.5530256,25.04079224
1189,士林區,後港,大南路388巷口,臺北市身障關愛福利協會,0933-494-219,121.5161738,25.08927429
1190,士林區,後港,大南路428巷口布告欄旁,臺北市身障關愛福利協會,0933-494-219,121.5182894,25.08945427
1191,士林區,後港,承德路4段266巷2號旁,臺北市身障關愛福利協會,0933-494-219,121.5200441,25.08923433
1192,中正區,文祥,金山南路1段89巷口,臺北市身障關愛福利協會,0933-494-219,121.5278114,25.03619012
1193,中山區,埤頭,安東街16巷18弄口電桿下,臺北市身障關愛福利協會,0933-494-219,121.5407551,25.04531642
1194,中山區,復華,遼寧街132號對面路燈桿前,臺北市身障福利發展協會,(02)25912695,121.5421017,25.05357838
1195,中山區,復華,遼寧街133號對面路燈桿前,臺北市身障福利發展協會,(02)25912695,121.5420047,25.05207105
1196,內湖區,南湖,康寧路3段70巷135號對面公園布告欄旁,臺北市身障福利發展協會,(02)25912695,121.608684,25.0667995
1197,中山區,朱馥,民生東路3段與合江街口,臺北市身障福利發展協會,(02)25912695,121.5392086,25.05773187
1198,士林區,芝山,士東路266巷15弄口(士林芝山郵局對面),臺北市身障福利發展協會,(02)25912695,121.5374631,25.1113301
1199,士林區,明勝,承德路4段10巷底公布欄旁,臺北市身障福利發展協會,(02)25912695,121.5185094,25.08087661
1200,大安區,黎和,富陽街157巷口電箱旁,臺北市身障福利發展協會,(02)25912695,121.5578788,25.01775523
1201,大安區,黎和,臥龍街254號對面(加油站電箱旁),臺北市身障福利發展協會,(02)25912695,121.5572649,25.018506
1202,士林區,福順,重慶北路4段1巷15弄口,臺北市身障福利發展協會,(02)25912695,121.5123248,25.0795897
1203,中山區,朱馥,合江街20巷口公園,臺北市身障福利發展協會,(02)25912695,121.5390577,25.10419386
1204,大安區,通化,通化街39巷變電箱旁邊,臺北市身障福利發展協會,(02)25912695,121.5544259,25.0309254
1205,大安區,通化,光復南路676巷2號對面,臺北市身障福利發展協會,(02)25912695,121.5570789,25.03056536
1206,士林區,天母,中山北路7段207巷口,臺北市身障福利發展協會,(02)25912695,121.5327817,25.12587333
1207,士林區,天玉,天母北路72巷口電線桿下,臺北市身障福利發展協會,(02)25912695,121.5264973,25.12329192
1208,士林區,仁勇,文林路77號對面,臺北市身障福利發展協會,(02)25912695,121.5260163,25.08751833
1209,士林區,後港,福港街18巷15號對面,臺北市身障福利發展協會,(02)25912695,121.5175386,25.09082717
1210,北投區,中心,中和街63號對面,臺北市身障福利發展協會,(02)25912695,121.501925,25.13890696
1211,中山區,朱馥,興安公園西北角,臺北市身障福利發展協會,(02)25912695,121.5415543,25.05608018
1212,文山區,指南,指南路3段15號對面牆邊,臺北市身障者關懷服務協進會,(02)26886212,121.58002,24.98501
1213,文山區,興邦,興隆路2段233巷底,臺北市身障者關懷服務協進會,(02)26886212,121.55034,25.00224
1214,文山區,樟樹,興隆路4段96巷4弄口燈桿邊,臺北市身障者關懷服務協進會,(02)26886212,121.56138,24.98329
1215,文山區,樟樹,忠順街1段48巷5弄2號前,臺北市身障者關懷服務協進會,(02)26886212,121.56025,24.98367
1216,文山區,萬年,羅斯福路5段150巷底,臺北市身障者關懷服務協進會,(02)26886212,121.53763,25.00771
1217,文山區,萬年,汀州路4段105巷口,臺北市身障者關懷服務協進會,(02)26886212,121.53654,25.00659
1218,信義區,五常,永吉路225巷52弄19號對面公園邊,臺北市身障者關懷服務協進會,(02)26886212,121.57356,25.04741
1219,信義區,五常,永吉路187巷4弄2號邊,臺北市身障者關懷服務協進會,(02)26886212,121.57277,25.04621
1220,信義區,五常,永吉路225巷2弄口,臺北市身障者關懷服務協進會,(02)26886212,121.57416,25.04585
1221,信義區,五常,永吉路225巷1弄47號邊,臺北市身障者關懷服務協進會,(02)26886212,121.57546,25.04594
1222,信義區,六合,松仁路240巷2號對面,臺北市身障者關懷服務協進會,(02)26886212,121.56934,25.02473
1223,信義區,新仁,忠孝東路4段559巷16弄21號對面桿邊,臺北市身障者關懷服務協進會,(02)26886212,121.56448,25.04241
1224,信義區,新仁,忠孝東路4段559巷底,臺北市身障者關懷服務協進會,(02)26886212,121.56376,25.04427
1225,信義區,敦厚,永吉路30巷125號旁桿邊,臺北市身障者關懷服務協進會,(02)26886212,121.56885,25.04274
1226,士林區,天山,中山北路7段154巷與146巷交口,臺北市身障者關懷服務協進會,(02)26886212,121.53324,25.12335
1227,大安區,錦泰,金山南路2段132巷口,臺北市身障者關懷服務協進會,(02)26886212,121.52637,25.02976
1228,北投區,榮華,天母西路103號對面(振興公園內),臺北市身障者關懷服務協進會,(02)26886212,121.52362,25.11869
1229,大安區,仁愛,敦化南路1段236巷13號旁或1號前,臺北市身障者關懷服務協進會,(02)26886212,121.54812,25.04065
1230,松山區,慈佑,八德路4段765號對面,台北市弱勢彩券聯合促進會,(02)23026138,121.57796,25.05137
1231,中山區,仁行,龍江路五常街口(近五常國小),台北市弱勢彩券聯合促進會,(02)23026138,121.54202,25.06398
1232,松山區,慈佑,八德路4段與中坡北路口樹下,台北市弱勢彩券聯合促進會,(02)23026138,121.57957,25.05045
1233,松山區,慈佑,松河街190號對面,台北市弱勢彩券聯合促進會,(02)23026138,121.57694,25.05156
1234,松山區,慈佑,八德路4段598號旁變電箱下方,台北市弱勢彩券聯合促進會,(02)23026138,121.61047,25.06857
1235,內湖區,南湖,民權東路6段296巷76號對面人行道燈桿旁,台北市弱勢彩券聯合促進會,(02)23026138,121.53934,25.03416
1236,大安區,和安,信義路3段111巷16弄口圍牆旁,台北市弱勢彩券聯合促進會,(02)23026138,121.54206,25.03418
1237,中山區,朱馥,龍江路與興安街口 ,台北市弱勢彩券聯合促進會,(02)23026138,121.5405319,25.0563768
1238,中山區,朱馥,龍江路與長春路口,台北市弱勢彩券聯合促進會,(02)23026138,121.5403181,25.0547071
1239,中山區,大直,北安路595巷口電桿下,台北市弱勢彩券聯合促進會,(02)23026138,121.53207,25.05937
1240,中山區,中庄,民生東路2段115巷25弄14號對面公園桿子旁,台北市弱勢彩券聯合促進會,(02)23026138,121.53253,25.06414
1241,中山區,新福,松江路402巷7弄2號對面(變電箱旁),台北市弱勢彩券聯合促進會,(02)23026138,121.53255,25.06433
1242,中山區,新福,吉林路343巷口停車場旁,台北市弱勢彩券聯合促進會,(02)23026138,121.53042,25.06437
1243,中山區,新生,錦州街231巷口停車格旁,台北市弱勢彩券聯合促進會,(02)23026138,121.53251,25.06132
1244,大安區,德安,大安路1段175巷口,台北市弱勢彩券聯合促進會,(02)23026138,121.5462726,25.03651365
1245,內湖區,金龍,金龍路153號旁,台北市弱勢彩券聯合促進會,(02)23026138,121.5892938,25.08626705
1246,內湖區,金龍,金龍路13巷口,台北市弱勢彩券聯合促進會,(02)23026138,121.59482,25.08469
1247,內湖區,金龍,成功路4段214巷口,台北市弱勢彩券聯合促進會,(02)23026138,121.59496,25.09171
1248,文山區,華興,試院路104號對面(機車格旁),臺北市身心障礙者健康關懷協會,(02)26886212,121.5479041,24.98989639
1249,文山區,華興,木柵路1段191巷口,臺北市身心障礙者健康關懷協會,(02)26886212,121.55124,24.98801
1250,文山區,華興,辛亥路7段5巷口,臺北市身心障礙者健康關懷協會,(02)26886212,121.55242,24.98713
1251,文山區,試院,木柵路1段59巷口桿邊,臺北市身心障礙者健康關懷協會,(02)26886212,121.54603,24.98688
1252,文山區,試院,木柵路1段6號旁對面,臺北市身心障礙者健康關懷協會,(02)26886212,121.54598,24.98664
1253,文山區,興業,興隆路2段220巷31弄13號旁,臺北市身心障礙者健康關懷協會,(02)26886212,121.55321,25.00024
1254,文山區,興業,興隆路2段220巷55弄口對面,臺北市身心障礙者健康關懷協會,(02)26886212,121.55152,24.99966
1255,文山區,興業,辛亥路5段118巷口電氣設備邊,臺北市身心障礙者健康關懷協會,(02)26886212,121.55209,24.99736
1256,文山區,興旺,福興路63巷4弄27號對面,臺北市身心障礙者健康關懷協會,(02)26886212,121.54919,25.00461
1257,文山區,興得,興隆路3段116巷3弄31號旁,臺北市身心障礙者健康關懷協會,(02)26886212,121.55708,24.99847
1258,文山區,萬隆,萬隆街62巷口,臺北市身心障礙者健康關懷協會,(02)26886212,121.53671,25.00092
1259,大安區,義安,敦化南路2段55巷6號對面,臺北市身心障礙者健康關懷協會,(02)26886212,121.54957,25.03144
1260,文山區,萬有,羅斯福路6段159巷19號對面,臺北市身心障礙者健康關懷協會,(02)26886212,121.54229,24.99713
1261,大安區,昌隆,忠孝東路3段217巷1弄底,臺北市身心障礙者健康關懷協會,(02)26886212,121.53866,25.04236
1262,大安區,永康,金華街183巷6號對面機車格旁,臺北市身心障礙者健康關懷協會,(02)26886212,121.5272417,25.03038449
1263,文山區,樟腳,木新路3段95巷2弄2號邊,臺北市身心障礙者健康關懷協會,(02)26886212,121.56293,24.98175
1264,大安區,建安,敦化南路1段187巷4號旁,臺北市身心障礙者健康關懷協會,(02)26886212,121.54963,25.04251
1265,大安區,光武,大安路31巷54-1號,臺北市身心障礙者健康關懷協會,(02)26886212,121.54814,25.04382
1266,文山區,景美,羅斯福路6段316號電桿旁,臺北市身心障礙者創業發展協會,(02)26886212,121.53955,24.99017
1267,信義區,惠安,吳興街432巷106號附近牆邊,臺北市身心障礙者創業發展協會,(02)26886212,121.56763,25.02381
1268,士林區,福志,中山北路5段726巷口,臺北市身心障礙者創業發展協會,(02)26886212,121.52729,25.09873
1269,大安區,民輝,建國南路1段44巷口桿邊,臺北市身心障礙者創業發展協會,(02)26886212,121.53628,25.04385
1270,大安區,民輝,新生南路1段97巷22號旁,臺北市身心障礙者創業發展協會,(02)26886212,121.53466,25.04109
1271,大安區,民輝,新生南路1段八德路口,臺北市身心障礙者創業發展協會,(02)26886212,121.53329,25.04438
1272,大安區,民輝,仁愛路3段51巷8號對面,臺北市身心障礙者創業發展協會,(02)26886212,121.53593,25.03976
1273,大安區,民輝,仁愛路3段5巷底,臺北市身心障礙者創業發展協會,(02)26886212,121.53344,25.04008
1274,文山區,華興,光輝路16號斜對面桿旁,臺北市身心障礙者創業發展協會,(02)26886212,121.55511,24.98751
1275,大安區,建倫,敦化南路1段233巷20號旁,臺北市身心障礙者創業發展協會,(02)26886212,121.54971,25.04037
1276,大安區,龍淵,和平東路2段98號側邊對面人行道電信設備邊,臺北市身心障礙者創業發展協會,(02)26886212,121.54129,25.02474
1277,大安區,仁愛,忠孝東路4段26巷67號旁,臺北市身心障礙者創業發展協會,(02)26886212,121.54444,25.03911
1278,大安區,仁愛,仁愛路4段91巷3號對面,臺北市身心障礙者創業發展協會,(02)26886212,121.54799,25.03854
1279,大安區,全安,和平東路3段119巷6號邊,臺北市身心障礙者創業發展協會,(02)26886212,121.55159,25.02478
1280,大安區,敦煌,安和路1段109巷底電信設備邊,臺北市身心障礙者創業發展協會,(02)26886212,121.55323,25.03579
1281,大安區,龍生,和平東路2段107巷口天橋下,臺北市身心障礙者創業發展協會,(02)26886212,121.54028,25.02551
1282,大安區,大學,溫州街46號附近廟旁兩桿間,臺北市身心障礙者創業發展協會,(02)26886212,121.53312,25.02192
1283,文山區,樟新,樟新街18號對面,臺北市身心障礙者創業發展協會,(02)26886212,121.55515,24.97931
1284,文山區,木柵,久康街171號對面,臺北市身障者互助關懷協會,(02)26886212,121.56873,24.99063
1285,文山區,順興,忠順街2段129號（伯大尼托兒所旁）,臺北市身障者互助關懷協會,(02)26886212,121.56684,24.98471
1286,文山區,順興,臺北市保儀路138巷24號對面,臺北市身障者互助關懷協會,(02)26886212,121.56562,24.98432
1287,文山區,興得,辛亥路5段73巷口里辦公室公告欄右邊,臺北市身障者互助關懷協會,(02)26886212,121.55331,24.99803
1288,文山區,興昌,辛亥路4段21巷口,臺北市身障者互助關懷協會,(02)26886212,121.55861,25.00849
1289,文山區,興昌,辛亥路4段101巷口電器設備旁,臺北市身障者互助關懷協會,(02)26886212,121.55864,25.00663
1290,文山區,萬祥,羅斯福路5段211巷17弄口,臺北市身障者互助關懷協會,(02)26886212,121.53961,25.00253
1291,大安區,民輝,濟南路3段17-1號旁對面,臺北市身障者互助關懷協會,(02)26886212,121.53457,25.04026
1292,文山區,樟新,一壽街22號旁(里民活動中心旁),臺北市身障者互助關懷協會,(02)26886212,121.55649,24.97987
1293,大安區,龍生,復興南路2段210巷2號旁,臺北市身障者互助關懷協會,(02)26886212,121.54279,25.02646
1294,信義區,中興,光復南路473巷11弄60號對面,臺北市身障者互助關懷協會,(02)26886212,121.55964,25.03448
1295,北投區,立農,立農街1段582號對面,臺北市身障者互助關懷協會,(02)26886212,121.51134,25.11938
1296,北投區,文林,文林北路242號旁,臺北市身障者互助關懷協會,(02)26886212,121.51357,25.10888
1297,中山區,新庄,新生北路3段35號旁防火巷前柱旁,臺北市身障者互助關懷協會,(02)26886212,121.52802,25.06503
1298,大安區,德安,四維路76巷口對面,臺北市身障者互助關懷協會,(02)26886212,121.54821,25.03421
1299,大安區,德安,四維路22巷口,臺北市身障者互助關懷協會,(02)26886212,121.54801,25.03638
1300,大安區,通安,安和路2段123號前,臺北市身障者互助關懷協會,(02)26886212,121.55132,25.02932
1301,大安區,全安,安和路2段184巷7號旁,臺北市身障者互助關懷協會,(02)26886212,121.54952,25.02511
1302,文山區,萬年,汀州路4段1號對面電器設備邊,臺北市弱勢者就業促進協會,(02)26886212,121.53664,25.01039
1303,文山區,華興,木柵路1段335巷口,臺北市弱勢者就業促進協會,(02)26886212,121.55764,24.98887
1304,文山區,興邦,興隆路2段203巷90~94號對面,臺北市弱勢者就業促進協會,(02)26886212,121.54663,25.00259
1305,大安區,義安,文昌街39號旁,臺北市弱勢者就業促進協會,(02)26886212,121.55018,25.03291
1306,大安區,仁愛,大安路1段116巷15號對面,臺北市弱勢者就業促進協會,(02)26886212,121.54489,25.03977
1307,大安區,通安,通安街64號旁,臺北市弱勢者就業促進協會,(02)26886212,121.55322,25.03061
1308,大安區,通安,通化街24巷口,臺北市弱勢者就業促進協會,(02)26886212,121.55394,25.03166
1309,大安區,全安,樂利路10號桿邊,臺北市弱勢者就業促進協會,(02)26886212,121.55101,25.02808
1310,大安區,龍門,和平東路2段18巷17~1號對面,臺北市弱勢者就業促進協會,(02)26886212,121.53588,25.02293
1311,大安區,永康,金山南路2段31巷與麗水街電箱旁,臺北市弱勢者就業促進協會,(02)26886212,121.52897,25.03255
1312,大安區,永康,愛國東路與麗水街口旁,臺北市弱勢者就業促進協會,(02)26886212,121.52872,25.03132
1313,大安區,建倫,敦化南路1段233巷24號邊,臺北市弱勢者就業促進協會,(02)26886212,121.55081,25.04034
1314,大安區,龍生,瑞安街266號對面,臺北市弱勢者就業促進協會,(02)26886212,121.53937,25.02633
1315,文山區,樟腳,木新路2段299巷口,臺北市弱勢者就業促進協會,(02)26886212,121.56539,24.98266
1316,文山區,樟腳,恆光街51巷口電信設備邊,臺北市弱勢者就業促進協會,(02)26886212,121.56719,24.98241
1317,大安區,光明,金山南路2段30巷口,臺北市弱勢者就業促進協會,(02)26886212,121.52697,25.03312
1318,文山區,木柵,木柵路3段85巷8弄5-1號對面變電箱旁,臺北市弱勢者就業促進協會,(02)26886212,121.56702,24.98938
1320,大安區,住安,四維路154巷口對面,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.54805,25.03104
1321,大安區,住安,大安路2段90巷口,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.54599,25.03125
1322,大安區,臨江,通化街39巷50弄101號旁,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.55493,25.02861
1323,中正區,文祥,杭州南路1段143巷11之5號旁,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.52562,25.03599
1324,文山區,景華,景華街22巷7號旁人行道,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.54237,24.99439
1325,大安區,錦華,潮州街38號前桿旁,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.52269,25.02941
1326,大安區,錦華,潮州街60巷口燈桿旁,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.52376,25.02919
1327,大安區,錦華,潮州街98巷8號邊,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.52519,25.02837
1328,大安區,錦華,和平東路1段85巷4弄底,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.52511,25.02754
1329,松山區,吉仁,延吉街30巷1號旁,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.55331,25.04613
1330,文山區,樟文,忠順街1段26巷30弄口,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.55956,24.98259
1331,文山區,樟文,木新路3段310巷12弄底公園邊,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.55789,24.98213
1332,文山區,景華,景華街49巷5號斜對面公園邊,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.54291,24.99553
1333,文山區,興旺,福興路4巷15弄口,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.55191,25.00339
1334,文山區,興旺,福興路4巷7弄口,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.55164,25.00314
1335,大安區,光明,信義路2段10巷11弄口,臺北市恩寶身心障礙者關懷協會,(02)26886212,121.52459,25.03411
